取得	4655
确保	4608
能够	4601
$	4585
非洲	4581
的,	4575
草案	4566
间	4511
成员	4499
其中	4495
各种	4495
特别是	4493
儿童	4488
增加	4459
各项	4438
考虑	4398
要	4397
事务	4388
充分	4373
军事	4362
种	4316
应该	4305
实现	4298
适当	4234
审查	4174
如果	4139
使用	4120
这项	4118
人道主义	4065
理事会	4062
秘书	4046
安理会	4034
期间	4023
获得	4020
发展中国家	3970
进一步	3954
方面,	3952
持续	3946
说,	3932
任务	3923
请	3915
参与	3911
认为,	3905
开发	3891
影响	3832
计划	3822
工作人员	3821
问题,	3787
是,	3775
参加	3770
更	3765
法律	3708
设立	3701
把	3699
目标	3676
现在	3649
最	3647
费用	3640
讨论	3639
联	3634
并且	3631
开始	3629
经费	3612
具有	3603
年	3602
12月	3596
措施	3580
共和国	3566
研究	3548
按照	3518
应当	3518
造成	3516
时,	3512
部门	3494
议程	3494
文件	3490
基金	3465
会员国	3451
希望	3448
成为	3410
强调	3387
领土	3386
难民	3380
冲突	3378
此外,	3336
团	3336
全面	3335
(b)	3334
作	3326
受到	3305
这样	3267
协定	3266
协商	3263
(以	3255
处理	3248
计划署	3238
及其	3234
积极	3230
具体	3218
发言):	3212
服务	3211
即	3182
行政	3181
(a)	3161
基本	3147
为了	3120
预算	3109
中,	3105
进程	3101
协助	3096
1992年	3084
资料	3061
接受	3058
必要	3054
减少	3032
全球	3031
基础	3018
中心	3011
严重	3008
指出,	2989
谈判	2981
范围	2975
支助	2970
而且	2948
等	2939
因此	2931
最近	2920
选举	2907
紧急	2903
教育	2884
下,	2873
发生	2846
办法	2821
方式	2803
但是,	2795
共同	2790
提高	2789
着	2781
仍然	2779
又	2763
小组	2755
利用	2748
能	2747
保护	2716
三	2704
产生	2699
特派	2671
权利	2647
制度	2642
用于	2640
前	2635
工作.	2627
伊拉克	2602
虽然	2580
重新	2575
是否	2561
咨询	2559
监测	2547
提交	2532
目的	2531
广泛	2529
达成	2516
确定	2511
后	2501
财政	2500
对于	2494
家庭	2487
尽管	2462
不能	2456
民主	2433
能力	2431
部	2429
核	2428
估计	2410
波斯尼亚	2407
2.	2390
级	2372
1	2371
条约	2365
部分	2362
所需	2359
一切	2348
000	2330
1.	2326
发挥	2317
巴勒斯坦	2316
(c)	2299
鼓励	2299
扩大	2292
制订	2285
但是	2275
关系	2274
欧洲	2273
10月	2264
优先	2257
不同	2251
一致	2250
过去	2242
裁军	2229
题	2225
最后	2221
合作,	2214
说明	2209
11月	2207
现有	2207
直接	2205
非常	2191
原则	2183
安排	2179
7月	2174
活动.	2171
某些	2168
南非	2160
涉及	2159
欢迎	2156
同时	2146
实施	2145
武器	2142
决议,	2142
如	2129
南斯拉夫	2129
战略	2128
重大	2126
作用.	2105
之	2098
评价	2094
下列	2093
办事处	2092
恢复	2090
实际	2089
更多	2089
认识	2086
业务	2086
努力,	2085
完全	2063
6月	2062
建议,	2060
卢旺达	2060
培训	2045
工作,	2044
结束	2040
3.	2039
9月	2036
纲领	2034
5月	2032
则	2030
贸易	2026
同意	2024
上,	2021
程序	2018
筹备	2018
无法	2009
3月	2004
调查	2002
联合	1999
英语	1991
工作组	1988
国际法	1980
专家	1978
4月	1975
整个	1969
制定	1967
人类	1967
报告.	1964
收到	1955
那些	1954
会议,	1949
自	1941
未	1939
联邦	1937
资金	1937
一般	1934
反映	1931
当地	1930
很	1929
若干	1927
该国	1921
会议.	1916
各方	1910
高级	1908
生活	1907
出现	1907
方法	1903
境内	1898
投资	1880
重申	1879
过程	1873
迅速	1872
控制	1868
存在	1866
加以	1865
出	1864
人们	1861
以色列	1860
新闻	1858
观察员	1857
宪章	1847
活动,	1846
改善	1841
当局	1840
一份	1838
行动,	1837
从而	1835
时间	1833
国家,	1827
你	1825
长期	1823
美国	1820
组成	1819
用	1813
完成	1810
更加	1808
措施,	1807
拟订	1807
明确	1804
受	1801
局势	1800
令人	1798
结构	1795
责任	1794
期	1788
地位	1783
训练	1783
临时	1780
所作	1776
行动.	1775
负责	1763
作用	1759
自由	1757
4.	1756
基金会	1756
行为	1747
消除	1747
导致	1741
海地	1740
附件	1738
专员	1733
和政	1731
自己	1720
独立	1720
几	1715
保健	1710
尤其是	1708
帮助	1704
按	1703
1995年	1700
报告,	1698
方	1696
首脑	1694
情况,	1691
方案,	1686
缔约国	1683
文化	1680
生产	1679
款	1676
正	1675
给予	1672
供	1669
然而,	1668
比	1664
发达	1663
列入	1656
暴力	1653
不断	1652
意见	1650
改革	1649
上述	1648
十分	1643
感到	1636
情况.	1635
成功	1630
保证	1624
1月	1620
规划	1618
只有	1617
普遍	1615
影响.	1612
履行	1607
月	1605
增长	1605
一直	1603
8月	1601
条件	1598
经费.	1597
5.	1596
相互	1586
联盟	1578
呼吁	1574
提到	1565
经常	1563
社区	1561
6.	1548
局	1546
多	1545
经	1544
总统	1543
国内	1541
面临	1538
全国	1536
密切	1535
支付	1533
标准	1530
努力.	1530
美元	1530
分析	1528
1日	1526
同样	1525
让	1524
结果	1512
方案.	1510
规定,	1503
(d)	1503
集中	1498
编制	1498
宣言	1497
民族	1496
合作.	1494
指出	1488
召开	1488
开展	1488
违反	1487
救济	1483
粮食	1483
成立	1475
有助于	1475
建议.	1466
管制	1461
种族	1460
2	1460
正式	1453
组	1453
多边	1447
机会	1446
期间,	1443
部署	1437
采购	1437
分配	1434
形式	1433
第	1431
因	1430
稳定	1430
区	1429
大量	1426
承诺	1421
3	1419
如何	1418
非法	1416
遵守	1415
索马里	1415
承认	1410
核武器	1409
－	1399
1991年	1398
财务	1395
地方	1393
除	1384
个人	1382
法院	1380
分	1380
事件	1376
7.	1373
数据	1373
几个	1369
今天	1369
后,	1368
联保	1366
双方	1360
今后	1353
关键	1352
核查	1351
司法	1349
仍	1349
提议	1347
改进	1347
以前	1344
统计	1340
限制	1339
指导	1334
到,	1333
日益	1333
综合	1332
鉴于	1331
位	1331
资料.	1331
就是	1327
段	1316
经验	1316
旨在	1315
作用,	1311
外国	1307
感谢	1306
集团	1305
来自	1305
机制	1304
满足	1304
2月	1301
达到	1301
有人	1301
设施	1300
未来	1299
十年	1298
签署	1295
调整	1290
预防	1289
另	1287
发展,	1287
保持	1284
组织,	1284
例如	1284
进展	1281
只	1277
科学	1273
再次	1270
立即	1266
塞族	1265
8.	1262
武装	1262
不仅	1262
各个	1259
曾	1258
内,	1247
之后,	1245
尊重	1240
编列	1237
评估	1235
以下	1230
编写	1229
31日	1228
信	1228
防止	1226
其它	1225
决定.	1222
设备	1222
扩散	1221
人数	1218
以来	1216
办法.	1215
特别报告员	1215
援助,	1211
准备	1210
关切	1209
份	1208
发言	1208
事项	1208
原子能	1205
进入	1203
禁止	1200
大多数	1200
决定,	1198
以来,	1198
缺乏	1196
选择	1196
全体	1190
权	1185
机构,	1184
总	1181
无	1180
公共	1180
说	1179
采用	1176
供应	1176
反对	1175
内部	1171
战争	1168
和解	1167
程度	1164
除了	1164
创造	1163
阶段	1161
越来越	1161
本身	1160
状况	1159
带来	1158
工业	1157
合	1155
平等	1155
真正	1154
加入	1152
资料,	1151
俄罗斯	1151
威胁	1146
犯罪	1145
捐助	1144
补充	1144
发	1141
有些	1140
四	1138
9.	1136
援助.	1135
比较	1134
之前	1134
了解	1133
回顾	1133
双边	1133
警察	1129
因素	1127
所载	1126
符合	1124
总部	1122
宣布	1121
都是	1121
收入	1120
表	1120
予以	1119
克罗地亚	1116
贡献.	1114
联系	1114
协议	1114
外,	1113
项目.	1113
5	1111
黑塞哥维那	1110
重建	1108
保障	1105
土地	1105
实行	1104
起	1104
在此	1103
员额	1098
困难	1096
看到	1096
敦促	1095
权力	1092
成员国	1092
市场	1089
目标.	1084
概算	1083
此	1082
详细	1079
自愿	1078
持久	1078
变化	1077
措施.	1075
并不	1070
公民	1069
寻求	1069
规则	1068
美元.	1067
6	1066
10	1065
从事	1062
担任	1061
占领	1060
办法,	1055
订正	1055
表明	1054
意见.	1052
引起	1052
通知	1051
10.	1050
批准	1049
愿意	1049
如下:	1047
能源	1047
派遣	1045
改变	1044
就业	1042
预期	1041
大约	1041
4	1040
地雷	1040
实质性	1036
项目,	1035
超过	1032
世纪	1031
专业	1031
当	1027
却	1024
人,	1024
拥有	1017
危机	1017
观察团	1017
自然	1016
每年	1015
能力.	1014
经济,	1014
立法	1012
审计	1012
举办	1010
危险	1009
才	1008
属于	1008
21	1008
做	1007
资源,	1007
数	1007
允许	1004
约	1004
安哥拉	1002
避免	998
推动	994
才能	993
毒品	993
非正式	993
似乎	992
伙伴	989
贫穷	989
罪行	987
(e)	987
外交	984
六	982
投票	982
象	981
很大	980
构成	979
重视	979
尚未	978
不会	978
庭	977
之后	977
五	977
民	976
1990年	975
为此	969
定期	968
城市	968
授权	965
发言.	964
延长	963
进展.	962
和平,	961
11.	960
大	960
利益	960
甚至	957
委员会,	955
监督	952
以期	950
基础.	949
法庭	948
有必要	947
农村	945
不是	944
发表	943
她	942
数目	941
索	939
任命	939
国别	938
破坏	937
发展.	933
还有	931
重点	931
影响,	930
这次	928
对联	928
债务	925
登记	924
(1993)	923
谨	922
农业	922
同时,	921
30日	921
特殊	920
减轻	920
问	919
企业	917
相当	916
声明	915
证明	912
过	912
地点	911
最后,	910
意见,	910
中期	910
关注	910
公平	909
地理	909
出口	907
领导	906
需求	905
侵犯	904
出席	901
药物	901
全部	899
目标,	896
支持.	896
转让	896
12.	894
宪法	893
阿富汗	893
确认	889
刑事	887
家	887
应付	887
不可	885
内容	885
针对	884
提案	884
框架	883
能力,	876
外地	876
原因	874
几乎	874
每个	872
显示	871
观察	871
这类	870
小岛	870
适用	869
承担	867
高兴	867
管辖	862
保留	862
表现	862
13.	860
满意	855
载于	854
公司	853
年代	853
帐	852
14.	851
欧安会	851
正如	850
最高	848
司	848
责任.	847
再	847
最终	847
屿	847
数额	847
($	847
体制	846
过渡	846
12	844
官员	843
人.	843
里	841
经过	841
?	841
私营	840
解释	839
来说,	839
拉丁美洲	839
额外	839
巨大	838
治	837
均	834
辩论	833
概念	833
今年	832
商业	830
领导人	830
核准	830
15日	829
健康	829
平民	827
宣传	827
大规模	826
收集	826
占	826
信任	826
主持	824
条款	821
义务	821
公正	821
当前	821
别	819
南部	818
支出	818
传统	817
精神	816
费用.	815
不应	812
案文	810
停止	810
在内	809
高度	809
政策,	808
纳入	808
及时	808
更大	807
记录	805
关系.	804
种族隔离	803
本国	802
享有	802
访问	802
设法	802
处于	801
主任	801
复杂	799
海洋	798
服务.	797
美元,	797
时候	796
分发	796
明显	795
制裁	793
单位	793
不过,	792
全世界	792
后续	791
15	790
卢	790
讲习	789
需要.	789
中东	787
了.	785
尤其	784
常驻	783
大部分	780
(见	780
往往	780
最大	779
日内瓦	779
据	778
15.	778
更好	777
每一	776
薪金	774
任务.	774
伊朗	774
笔	773
实体	773
随	772
赞扬	771
更为	770
平均	769
论坛	769
资源.	768
首先	767
委	765
宗教	764
卫生	764
大家	763
水平	763
最不	763
提请	762
进展,	762
歧视	761
另一个	761
开支	760
(1994)	759
对话	758
所述	756
边界	756
希望,	755
各地	755
要求,	754
政府,	751
介绍	751
天	749
传播	748
权利.	747
服务,	747
有所	746
各级	744
土著人	742
通讯	741
草案.	741
移民	740
捐款	740
统一	740
自然灾害	740
金融	735
团体	735
当事	734
列	733
16日	732
唯	731
初步	731
第四十九届	730
法语	729
打算	728
运输	728
届	727
通常	726
决议.	724
所列	723
争取	723
类似	723
机关	722
苏丹	722
22日	721
计划,	721
额	721
以上	720
不利	720
倡议	720
机会.	719
反应	719
灾害	719
条	718
柬埔寨	718
扫雷	718
法国	718
她们	717
值得	716
莫桑比克	716
16.	715
决策	715
第二期	713
厅	713
印度	713
表明,	711
一系列	711
援助团	711
专门机构	710
17.	709
商	709
请求	707
分区	707
日本	707
在于	705
一年	705
亚洲	705
一起	704
专门	704
主义	703
显然	702
7	701
架	700
先生,	699
遭到	698
载	697
中国	697
公开	696
极为	696
住	695
准则	695
增加,	694
趋势	694
社会,	694
古巴	694
行使	693
因素.	693
只是	692
足够	690
挑战	689
来源	688
同一	687
至少	687
那	685
结论	684
执行.	684
每月	684
域	683
而不是	682
20	682
得	680
二	680
遭受	680
决心	679
材料	678
第一次	678
现	677
合法	676
或者	676
总额	676
18.	674
原则,	674
赞成	673
19.	673
人力资源	673
以后	672
集体	671
教育,	671
诸如	670
依照	669
养	669
权利,	668
资助	668
基于	667
之前,	667
军队	666
载有	666
大大	666
理由	665
维也纳	663
另外	663
任务,	663
强烈	660
分摊	660
人员,	660
医疗	659
需要,	659
与其	658
手段	658
案	658
效率	657
较	656
法官	655
性别	655
机会,	653
达	653
争端	653
适用于	652
数量	651
顾问	651
9	650
将来	648
8	648
促请	648
有限	647
关心	646
工程处	646
维护	645
标	645
加拿大	644
期限	644
历史	644
促使	642
很多	642
地区,	642
主权	642
案件	641
20.	640
(f)	639
做法	639
利比里亚	639
文书	638
14日	638
座	638
30	637
次级	637
停火	636
谴责	634
想	634
方面.	634
国民	634
步骤	633
一般性	632
巩固	632
27日	631
进行.	631
关系,	630
20日	630
特定	630
分别	629
例如,	628
致力于	628
运动	627
筹措	627
赞同	626
计划.	625
强调,	624
纽约	624
文职	624
群体	624
使得	623
法	623
21日	623
23日	623
增加.	623
办公室	623
军备	623
本项	623
国家.	622
安全,	622
交换	622
拒绝	621
经委	621
行	621
21.	620
大使	620
面前	619
支持,	619
规定.	618
商品	618
协调员	618
居民	617
少数	617
以外	616
恐怖主义	616
驻	616
萨	616
计算	615
空间	615
一样,	614
协定,	614
紧张	613
私人	612
良好	612
讨论.	611
受害者	610
发出	609
用来	609
迄今	609
相关	609
进程.	608
表决	608
严格	607
方法,	607
部分.	607
清楚	606
澳大利亚	606
视为	605
文件,	605
残疾人	605
未能	604
结果.	604
开列	604
上文	604
安排,	604
责任,	603
年度	603
原则.	601
目的,	601
赞赏	601
调动	601
相信,	600
还要	600
不可能	599
条例	599
职责	599
认真	597
每一个	597
自从	597
府	594
指定	593
尽可能	592
根本	591
无需	591
规划署	590
取消	589
机制,	588
贫困	588
所有人	587
返回	587
11	587
多数	586
主题	586
加勒比	586
23.	585
之外,	583
前往	583
务	583
愿	582
信息	581
对此	581
22.	581
本届	581
便	580
塞	580
领域,	580
预计	580
视察	580
所涉	579
而言,	579
还是	579
斗争	579
数字	578
个别	578
拟定	577
设计	576
咨	576
方法.	575
交流	575
意义	574
移徙	573
比例	572
支	572
实际上	571
性质	570
成员,	570
检查	568
然后	568
拟议	568
承诺.	565
B	565
彻底	565
价格	565
仅	564
全	563
提及	562
族	562
9日	561
25日	561
28日	561
文件.	561
一体化	561
查明	560
议定书	559
发现	559
攻击	559
黎巴嫩	559
审议.	559
什么	558
并没有	558
进程,	558
车辆	558
种族主义	558
各自	556
应用	556
25.	556
结果,	555
第五委员会	555
科威特	555
事实	554
购买	554
常设	554
滥用	554
答复	553
每	553
29日	551
青年	551
冷战	550
联合王国	549
损害	549
接触	549
价值	549
承诺,	548
18日	547
队	547
之一.	547
已有	545
伊斯兰	545
时期	545
理解	544
表示,	544
特设	544
100	543
展开	543
援助方	543
设想	542
现实	542
战斗	542
定	541
迫切	541
机构.	541
中.	540
24.	540
福利	539
预防性	539
去	538
周	538
中美洲	538
正确	537
联络	537
现象	536
布隆迪	536
1994-1995	535
程序,	534
议会	534
联系.	534
质量	534
除非	533
出版	533
遗憾	533
起草	532
某	532
10日	531
合理	530
6日	530
放	530
核心	529
后勤	529
贡献	528
塞尔维亚	528
卫生组织	528
即使	527
公众	527
即将	527
方向	527
步骤,	526
户	526
坚决	525
征聘	525
秩序	524
敌对	524
点	522
当时	522
乌克兰	521
解决.	520
多样化	520
指	519
条件.	519
1989年	519
成本	519
A	518
立场	517
一点	514
不足	514
附属	513
修订	513
捐助者	513
商定	513
曾经	512
印度尼西亚	512
邀请	511
外部	510
职能	509
主管	509
执行,	508
巴基斯坦	508
研	506
因而	505
第四十八届	505
开放	505
27.	505
人士	504
4日	504
官方	504
阵线	504
26.	503
见	502
支助.	502
生命	501
有利于	501
行为,	500
取决于	499
后果	498
期望	498
一部分	497
阿塞拜疆	497
不再	496
需	496
特遣队	496
推迟	494
财产	494
短期	494
困难.	494
费用,	493
地图	493
妨碍	492
议程.	492
规模	492
第1	491
祝贺	489
生物	489
也许	488
研究,	488
解除	488
政治,	488
飞机	488
设	487
建设性	487
恤金	487
政策.	486
加	486
缔结	486
建设	485
贩运	485
那样,	484
那么	483
中央	483
水	483
主动	482
草案,	482
逐步	481
重要性.	481
表决.	481
邻国	480
结合	479
相对	479
17日	479
去年	479
住房	478
飞行	478
一事	477
坚定	477
29.	477
产品	477
朝鲜	477
民警	477
12日	476
修改	476
阿尔巴尼亚	476
计划生育	476
确实	475
最好	475
此种	474
不论	474
5日	474
条件,	474
物质	474
成果	474
重要性,	474
合同	474
协议,	473
世界银行	473
相信	472
种族歧视	472
要求.	471
协定.	470
石油	469
东帝汶	469
意味着	468
有利	468
重要.	468
面对	467
吁请	467
指控	466
性	466
时候,	466
容易	466
挑战.	466
正常	465
30.	465
500	465
少数民族	465
辆	465
和服	465
署	464
制度,	464
地位.	464
反应.	464
公务员	464
600	464
剥夺	463
应有	463
预测	463
协商,	463
驻地	463
规约	463
程序.	462
24日	461
遇到	461
贸发会议	461
28.	461
完整	461
死亡率	461
事	460
最初	460
转移	460
协调,	460
津贴	460
讨论,	459
好	458
里,	458
件	457
19日	457
开罗	457
利	457
化学	457
款项	457
高	456
团结	456
而是	455
太平洋	455
增进	454
13日	454
人力	454
大陆	453
套	453
11日	452
会谈	452
生育	452
背景	451
所谓	451
力量	451
网络	451
26日	450
困难,	450
第二次	450
找到	450
审判	449
来说	449
侵略	449
现行	448
贡献,	448
变得	447
小	447
新西兰	446
探讨	446
31.	446
环境,	446
外	445
200	445
研究所	445
就此	444
职业	444
阿根廷	444
主席团	444
证据	443
决	443
战略,	443
表达	443
单独	442
协调.	442
学校	441
报告;	441
训	441
拘留	440
形成	440
分,	439
运作	438
协议.	438
阻碍	437
因素,	436
共	436
这场	436
之一	435
为止,	435
可行	435
基础,	434
谋求	434
偿还	434
班	433
加速	433
院	432
进行,	432
减灾	432
那里	431
50	431
(g)	430
25	430
离开	429
有权	429
男子	428
讨论会	428
该项	427
32.	427
极其	427
机制.	427
得以	426
选出	426
成	426
系统,	426
34.	426
态度	426
技术,	426
部长	424
第2	424
威胁.	424
正是	424
通过.	424
总数	424
管理,	424
为止	423
助理	423
安排.	423
知识	423
为期	421
指标	421
非统组织	421
死亡	420
协会	420
响应	420
试图	420
克服	420
和美	420
以往	419
人员.	419
坚持	418
口头	418
代表,	418
遣返	418
底	418
宝贵	417
3日	417
降低	417
损失	416
企图	416
日	415
35.	415
西班牙语	414
一样	413
33.	413
员	412
后来	412
委员会.	412
工	412
只能	411
切实	411
最低	411
有机	411
知道	411
流离失所	411
支助,	411
领域.	411
巴西	411
突出	411
步骤.	410
14	410
该部	410
谈判,	410
8日	409
不幸	409
拨款	409
粮农组织	409
理	408
不受	408
同意,	408
地区.	408
事项.	408
跨国公司	408
中心,	408
日期	407
筹资	407
标准,	406
发言,	406
际	406
加上	405
岁	405
阿拉伯	405
的确	405
公约.	405
经费,	404
36.	403
格	403
既	402
撤出	402
一旦	401
废物	401
透明度	401
安全.	400
毫无	400
小型	399
民主主义	399
议事	398
13	398
渔业	398
当选	398
期待	398
用品	398
随后	397
货币	397
协商.	397
联系,	397
某种	396
公约,	396
一部分.	396
岛屿	396
进步	396
须	395
危害	395
以外,	395
在世界	395
莫	395
着重	394
开	394
一定	394
成功.	394
37.	394
士兵	394
1990	394
股	393
男女	393
德国	393
区域性	393
方式,	393
有时	392
种种	392
深入	392
进口	391
实地	391
证实	390
直到	390
最新	390
难以	390
极端	390
塞浦路斯	390
东道国	390
流离失所者	390
雇用	389
地位,	389
今天,	389
仅仅	388
义务.	388
经验,	388
五十	388
设施,	388
不要	387
依赖	387
16	387
部分,	387
限于	387
采矿	387
是:	386
地球	386
逐渐	385
磋商	385
制度.	385
虑	384
土耳其	384
星期	384
成员.	384
负有	384
灭绝	384
民众	384
武装部队	383
18	383
流动	383
(1991)	383
尔	382
萨尔瓦多	382
工人	381
阻止	381
居住	381
亚美尼亚	381
对付	381
(联	381
不久	381
全球性	381
下降	381
信托基金	379
七	378
只要	378
女士	378
门	378
确立	378
38.	378
重要性	377
相应	377
穆斯林	376
场	376
乌拉圭	376
观点	375
加沙	375
脆弱	375
任期	375
包括:	374
出版物	374
尼加拉瓜	374
此类	373
冲突,	373
土著	373
毛额	373
肯定	372
行为.	372
仍在	372
酷刑	372
取代	371
这里	371
费率	371
列出	370
文	370
副主席	370
增强	370
工作队	370
书	369
一段	369
装备	369
显著	369
瑞典	369
级,	369
军	369
持	368
标题	368
关切.	367
动	367
有益	367
管理局	367
劳工组织	367
截至	367
战略.	367
7日	366
策	366
促成	366
工程	365
适应	365
道路	365
污染	365
赋予	364
过渡时期	363
第3	362
议	362
动员	362
成就	362
干旱	362
语文	362
乌干达	362
埃及	361
39.	361
关岛	360
听取	359
常	359
极大	359
最佳	359
职务	359
两国	359
首先,	358
标准.	358
大学	358
类	358
媒介	358
研究.	358
一部分,	357
历史性	357
总务	356
900	356
矿物	356
塞人	355
工业化	355
初	355
资格	354
手段.	354
地带	354
维修	354
举行.	354
不得	353
审查,	353
未经	353
41.	353
正义	353
相	353
制止	353
实质	352
一贯	352
易	352
禁运	352
书面	351
现金	351
经历	351
46.	351
旅费	351
副秘书长	351
问题;	351
负担	350
恶化	350
共和国,	350
便利	350
是非	349
度	349
制造	349
事先	349
尽量	349
"安全理事会	349
无论	348
法律,	348
常常	348
运送	348
念	348
卫星	348
网	348
重要,	347
40.	347
方针	347
合并	346
下午	346
纪念	346
组织.	346
承包商	346
独特	346
并非	345
在下	345
次,	345
职	345
所以	344
了,	344
盟约	343
设备,	343
有着	343
自治	343
国,	343
燃料	343
节省	343
普通	342
报道	341
主席.	341
规划,	341
职权	340
北部	340
制	340
障碍.	340
各位	339
与此同时,	339
长	338
话,	338
000.	338
平衡	338
西班牙	337
前景	337
2日	336
计	336
语言	336
政党	336
发起	336
后果.	335
原因,	335
水资源	335
一道	335
障碍	335
体	334
赔偿	334
序言	334
第一个	334
自决	334
43.	334
安盟	334
审查.	333
事态发展	333
紧迫	333
增长,	333
资本	333
周期	333
职位	332
开始,	332
身份	332
发动	332
提议,	332
气候	332
申请	331
义务,	331
东欧	331
在前	331
对外	331
解	331
求	330
40	330
情报	330
意识到	330
利益.	330
42.	330
每天	330
资金.	330
墨西哥	330
谈判.	330
署长	330
贷款	329
结构,	329
说明,	329
"联合国	329
生效	329
其余	328
排除	328
口	328
斯	328
近东	328
发展中国家,	328
44.	328
修正	328
沙漠化	328
相同	327
缺少	327
工具	327
做出	327
精神,	327
部门,	327
志愿	327
评论	326
1988年	326
建造	326
互相	326
派	326
和平.	325
薪酬	325
犯下	324
容忍	324
(h)	324
应对	324
定义	324
萨拉热窝	324
货物	323
有意	322
可能性.	322
事实上,	322
告诉	322
立场.	322
物资	322
承认,	321
如此	321
打击	321
疾病	321
内.	321
(1992)	321
依靠	321
顺利	321
面向	321
提醒	320
并不是	320
包含	320
三年	320
潜在	320
可靠	319
转递	319
17	318
反	318
48.	318
课程	318
看来	317
所做	317
奥地利	317
事件.	317
政权	317
随时	317
工作人员,	317
47.	317
削减	317
票	317
危地马拉	317
地,	316
不得不	316
重申,	316
原来	316
显示,	316
当然	316
面	316
45.	316
承付	316
道	316
寻找	316
有用	316
反对,	316
上面	315
事件,	315
作业	315
残疾	315
银行	315
享受	314
意	314
方式.	314
变化.	314
细则	314
教科文组织	314
预算外	314
阶段,	314
投入	313
暂停	313
选民	313
富有	313
第一委员会	313
视	312
上.	312
至关重要	312
鼓舞	312
变化,	312
同样,	311
建筑	311
形势	311
保加利亚	311
友好	311
应考	310
澄清	310
电信	310
第二个	309
一点,	309
体系	309
目	309
丧失	308
1980	308
时代	308
部队,	308
干预	307
百	307
议定	307
24	307
角度	307
事项,	307
痛苦	306
本着	306
安置	306
常规武器	306
用途	306
事实上	305
19	305
西亚	305
维	305
改革,	305
产出	305
51.	305
改组	305
尽快	305
酌情	304
抵	304
地参	304
第四次	304
考虑.	304
议题	304
为此,	303
第二,	303
妇女,	303
很难	303
希腊	303
自由,	303
49.	302
㈡	302
逮捕	301
1993年,	301
之一,	301
资金,	300
对抗	300
殖民地	299
区域,	299
此项	299
消费	299
外交部长	298
照顾	298
中心.	298
接近	298
关切,	298
经验.	297
·	297
毁灭性	297
波斯尼亚-黑塞哥维那	297
培训,	297
出于	296
手段,	296
意义.	296
关注.	296
必不可少	296
发言者	296
营	296
帕劳	296
保证,	295
朝	295
局势,	295
300	295
现代	295
保健,	295
正规	295
海洋法	295
改为	294
看法	294
不安	293
监狱	292
爱国	292
到了	291
放弃	291
营养	291
限制.	290
另有	290
工具.	290
和平部队	290
推行	290
反应,	290
吸引	290
席位	290
成员们	290
质	289
轮	289
据报	288
冲突.	288
变革	288
亚	288
金	288
增长率	288
特点	287
重复	287
有力	287
成果.	287
主席,	287
人权,	286
完成.	286
拖延	285
月份	285
学生	285
低	285
散发	285
托克劳	285
资	284
内容.	284
对话,	284
然而	284
挑战,	284
突尼斯	284
另一方面,	283
回答	283
如此,	283
400	283
托管	283
50.	283
多国	283
人道主义法	283
加紧	283
处在	282
律	282
暂时	282
储存	282
53.	282
宗旨	282
无害	282
失去	281
利益,	281
竞争	281
空中	281
说明.	281
阿尔及利亚	281
22	280
数据,	280
自治领	280
必需	280
任意	279
理由,	279
这样,	279
周年	279
律师	278
庆祝	278
以后,	278
