established	3332
representative	3328
effective	3306
them	3296
if	3272
among	3241
present	3231
(b)	3212
particular	3207
view	3200
part	3197
necessary	3187
special	3162
parties	3156
decision	3119
(a)	3118
since	3114
time	3078
Governments	3070
same	3067
services	3060
major	3030
relevant	3024
progress	3022
item	3017
required	3011
Programme	2975
towards	2972
cent	2961
meeting	2954
World	2945
provision	2943
To	2943
President	2939
before	2931
On	2925
very	2925
up	2919
additional	2914
Convention	2911
management	2892
various	2886
State	2880
South	2880
agenda	2880
area	2877
when	2863
related	2863
where	2844
policy	2812
peace-keeping	2791
respect	2781
considered	2761
appropriate	2745
However,	2744
million	2733
without	2726
countries,	2724
given	2723
three	2722
basis	2715
that,	2714
importance	2706
current	2704
proposed	2701
full	2697
problems	2690
Organization	2670
1	2669
each	2650
cost	2650
African	2648
needs	2593
local	2593
general	2591
global	2590
based	2577
public	2571
he	2567
Group	2535
1994.	2530
possible	2521
field	2511
article	2506
upon	2503
Africa	2503
Board	2502
review	2498
accordance	2488
consideration	2484
include	2481
health	2480
specific	2457
May	2454
level	2449
increase	2446
years	2443
developed	2443
Social	2438
set	2437
These	2435
development.	2435
question	2429
2.	2410
said	2400
regard	2400
after	2398
fully	2385
countries.	2384
agencies	2375
attention	2368
total	2364
reports	2358
establishment	2345
There	2343
available	2337
noted	2335
therefore	2334
For	2327
Human	2326
personnel	2316
1.	2304
continued	2304
nuclear	2293
future	2278
do	2277
working	2269
Economic	2267
recommendations	2266
environmental	2263
(c)	2235
place	2223
coordination	2222
especially	2212
provisions	2198
representatives	2198
They	2195
legal	2178
end	2167
participation	2162
because	2158
right	2149
persons	2143
addressed	2143
account	2138
while	2132
promote	2130
recent	2125
already	2124
contained	2123
October	2117
expressed	2110
concerning	2095
meetings	2081
requirements	2071
3.	2069
UNDP	2069
sustainable	2068
however,	2051
projects	2047
policies	2035
still	2034
means	2033
consider	2032
November	2030
mandate	2029
New	2028
region	2028
and,	2027
concern	2026
existing	2021
like	2013
European	2009
agreed	2004
June	1989
operations	1987
several	1985
agreement	1979
requested	1965
last	1964
mission	1955
budget	1952
conditions	1948
us	1940
Department	1939
comprehensive	1939
year	1931
September	1912
resolutions	1912
meeting,	1904
law	1901
entitled	1898
control	1870
way	1856
framework	1855
result	1854
concerned	1851
April	1846
education	1844
note	1843
group	1843
March	1842
received	1838
July	1837
submitted	1829
approach	1829
even	1823
costs	1819
issue	1810
Bosnia	1810
might	1806
With	1800
increased	1794
10	1794
access	1794
become	1789
used	1787
responsibility	1778
4.	1776
project	1772
growth	1761
monitoring	1750
dated	1744
greater	1742
relating	1736
1993.	1736
small	1734
own	1732
institutions	1732
capacity	1731
Secretariat	1725
States,	1724
estimated	1721
Rights	1720
former	1714
delegations	1695
hope	1693
protection	1692
great	1687
No	1686
document	1685
common	1676
amount	1671
force	1668
principles	1663
National	1663
Council,	1659
contributions	1657
development,	1656
trade	1656
15	1648
significant	1646
groups	1644
status	1639
strengthen	1638
30	1632
what	1629
arrangements	1625
strengthening	1623
essential	1621
providing	1619
commitment	1617
fact	1614
help	1613
5.	1611
My	1611
basic	1611
Mission	1609
forces	1608
serious	1602
Working	1602
context	1600
January	1592
That	1590
high	1586
data	1585
establish	1582
decisions	1580
whether	1579
family	1577
achieve	1569
impact	1562
6.	1561
bodies	1560
certain	1556
included	1556
decided	1550
thus	1548
past	1547
plan	1546
He	1545
different	1543
31	1541
did	1541
private	1540
Fund	1539
While	1537
addition,	1537
Advisory	1533
wish	1517
August	1515
children	1513
overall	1513
foreign	1511
conflict	1509
request	1506
planning	1505
terms	1502
meet	1500
Executive	1497
objectives	1496
took	1492
States.	1491
member	1481
Action	1478
taking	1476
address	1472
subject	1471
statement	1469
improve	1466
assist	1466
cannot	1463
operational	1462
(d)	1460
natural	1456
priority	1456
During	1454
main	1450
give	1449
1992	1448
UNICEF	1447
early	1446
civilian	1442
20	1440
opportunity	1439
Office	1439
positive	1434
contribution	1430
second	1429
contribute	1427
increasing	1427
levels	1424
2	1422
Palestinian	1420
equipment	1417
One	1416
refugees	1409
provides	1407
negotiations	1406
response	1406
Agenda	1402
environment	1402
problem	1400
clear	1399
carried	1399
proposals	1399
aspects	1398
Declaration	1396
implement	1393
organizations,	1393
production	1391
consultations	1390
regarding	1386
believe	1386
able	1386
technology	1386
undertaken	1384
government	1378
experience	1378
weapons	1375
prepared	1373
involved	1372
annex	1372
7.	1371
21	1365
large	1365
limited	1363
Nations,	1358
3	1357
emergency	1354
An	1350
better	1349
Centre	1348
stated	1347
armed	1340
facilitate	1324
water	1321
much	1314
activities.	1312
often	1310
multilateral	1309
changes	1306
regular	1305
aimed	1304
case	1303
arms	1296
next	1295
(interpretation	1290
four	1282
research	1274
peaceful	1271
just	1270
supported	1269
8.	1267
administrative	1267
Provision	1266
throughout	1265
funds	1264
adequate	1262
substantive	1261
focus	1259
every	1258
your	1258
interest	1257
cases	1255
proposal	1250
needed	1250
Such	1248
police	1243
All	1242
Chairman	1242
adoption	1237
sector	1237
4	1234
violence	1232
develop	1231
5	1229
February	1227
potential	1223
relief	1223
(see	1222
approved	1220
affected	1219
organization	1219
how	1213
12	1213
previous	1213
maintenance	1213
6	1212
procedures	1211
section	1209
Representative	1209
least	1205
authorities	1204
steps	1204
remain	1203
put	1201
developments	1201
currently	1196
East	1194
results	1193
effort	1193
Since	1191
recommended	1188
democratic	1187
Secretary-General's	1187
indicated	1185
difficult	1184
responsible	1183
assessment	1182
joint	1181
final	1181
14	1179
together	1179
settlement	1179
Yugoslavia	1177
called	1176
lack	1176
war	1167
five	1167
reported	1166
16	1165
agreements	1165
few	1163
recognized	1157
criminal	1156
long	1156
organized	1155
session,	1154
resource	1148
intergovernmental	1147
does	1144
until	1144
position	1143
matter	1142
9.	1140
specialized	1139
call	1137
drug	1135
process.	1134
investment	1133
due	1132
another	1130
fundamental	1130
country.	1129
region.	1129
rules	1127
direct	1126
If	1125
Agreement	1125
rate	1125
ongoing	1124
expected	1122
systems	1120
Council.	1120
disarmament	1120
far	1118
individual	1117
Charter	1117
Nations.	1114
operation	1113
Iraqi	1113
objective	1112
1992,	1112
actions	1111
require	1110
preparation	1107
heading.	1106
civil	1103
informed	1103
six	1102
energy	1102
continuing	1101
Summit	1099
Central	1098
whose	1093
study	1093
violations	1092
Committee,	1091
conference	1088
promoting	1087
promotion	1087
Rapporteur	1084
report,	1082
see	1080
behalf	1078
requests	1077
22	1074
service	1074
third	1072
remains	1070
yet	1067
making	1066
achieved	1066
form	1063
good	1061
life	1060
transfer	1059
10.	1059
Secretary-General,	1058
time,	1055
principle	1053
active	1052
less	1050
25	1050
Some	1050
close	1049
food	1048
key	1043
enable	1042
II	1042
exchange	1040
reduction	1038
enhance	1037
understanding	1036
again	1028
land	1028
relations	1028
observers	1028
18	1027
poverty	1027
dialogue	1027
then	1021
Arab	1019
return	1018
Assembly,	1017
parts	1016
nature	1015
bilateral	1014
solution	1011
discussion	1010
elements	1009
participate	1008
Rwanda	1008
mechanisms	1003
free	1002
above	1002
11	1000
Russian	1000
internal	999
having	998
displaced	998
integrated	997
text	996
external	992
implementing	992
secretariat	991
annual	989
Population	988
programmes.	987
financing	986
course	985
application	984
11.	980
9	978
indigenous	978
Africa,	976
views	973
change	972
posts	972
